City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
259,Portland,US,2020-01-02 19:32:04,43.66,-70.25,39.99,59,40,8.05
260,San Quintin,PH,2020-01-02 19:32:35,17.54,120.52,66.36,81,12,5.73
261,Leh,IN,2020-01-02 19:33:35,34.16,77.58,-1.16,43,36,2.42
262,Tezu,IN,2020-01-02 19:33:35,27.93,96.16,55.99,93,100,1.54
263,Okato,NZ,2020-01-02 19:33:35,-39.19,173.88,63.0,82,10,15.01
264,Gimli,CA,2020-01-02 19:30:04,50.63,-96.99,18.0,91,73,3.0
265,Teguldet,RU,2020-01-02 19:33:36,57.31,88.17,27.57,95,100,11.1
266,Yarmouth,CA,2020-01-02 19:33:36,43.84,-66.12,37.99,64,75,14.99
267,Longyearbyen,NO,2020-01-02 19:33:36,78.22,15.63,5.0,54,0,13.87
268,Manokwari,ID,2020-01-02 19:33:37,-0.87,134.08,74.57,81,100,2.75
269,Lorengau,PG,2020-01-02 19:33:37,-2.02,147.27,84.51,72,100,5.86
270,Iqaluit,CA,2020-01-02 19:28:50,63.75,-68.52,10.4,85,90,3.36
271,Half Moon Bay,US,2020-01-02 19:33:37,37.46,-122.43,60.01,76,1,10.29
272,Tsogni,GA,2020-01-02 19:33:38,-2.79,10.1,81.95,83,100,4.88
273,Lazaro Cardenas,MX,2020-01-02 19:33:38,28.39,-105.62,53.6,30,90,8.05
274,Iberia,PE,2020-01-02 19:33:38,-11.41,-69.49,71.78,99,100,0.34
275,Sur,OM,2020-01-02 19:33:38,22.57,59.53,69.19,59,73,8.57
276,Huainan,CN,2020-01-02 19:33:38,32.59,117.01,43.09,83,100,3.96
277,Kromeriz,CZ,2020-01-02 19:33:39,49.3,17.39,30.0,92,0,4.36
278,Ahipara,NZ,2020-01-02 19:32:38,-35.17,173.16,64.0,100,51,1.01
279,Shingu,JP,2020-01-02 19:33:39,33.72,135.99,48.79,75,0,14.52
280,Lebu,ET,2020-01-02 19:32:33,8.96,38.73,62.6,63,20,11.41
281,Omsk,RU,2020-01-02 19:33:40,54.99,73.37,33.8,98,75,13.42
282,Mayo,CA,2020-01-02 19:33:40,63.59,-135.9,6.8,71,40,6.93
283,Port Blair,IN,2020-01-02 19:29:00,11.67,92.75,81.5,76,0,11.34
284,Vitim,RU,2020-01-02 19:33:41,59.44,112.57,9.09,95,100,7.29
285,Montmagny,FR,2020-01-02 19:33:41,48.97,2.34,50.0,87,90,11.41
286,Sangar,RU,2020-01-02 19:33:41,63.92,127.47,-35.09,95,96,0.54
287,Cherskiy,RU,2020-01-02 19:33:42,68.75,161.3,-2.43,70,9,12.24
288,Nome,US,2020-01-02 19:33:42,30.04,-94.42,68.0,100,90,3.36
289,Ayagoz,KZ,2020-01-02 19:33:42,47.96,80.43,12.58,74,0,3.67
290,Mazatlan,MX,2020-01-02 19:32:22,23.22,-106.42,73.99,60,20,4.7
291,Basco,US,2020-01-02 19:33:43,40.33,-91.2,53.6,70,1,9.17
292,Iskateley,RU,2020-01-02 19:33:43,67.68,53.15,10.06,94,100,18.86
293,Taoudenni,ML,2020-01-02 19:33:20,22.68,-3.98,57.43,23,100,11.83
294,Taltal,CL,2020-01-02 19:33:44,-25.41,-70.49,66.06,69,100,7.74
295,Saint-Francois,FR,2020-01-02 19:33:44,46.42,3.91,37.4,100,99,3.0
296,Terney,RU,2020-01-02 19:33:44,45.05,136.61,2.16,79,0,7.05
297,Stryn,NO,2020-01-02 19:33:44,61.9,6.72,44.6,81,75,8.05
298,Itarantim,BR,2020-01-02 19:33:45,-15.65,-40.06,74.17,92,100,5.03
299,Dvinskoy,RU,2020-01-02 19:33:45,62.16,45.12,34.23,97,100,9.71
300,Cianorte,BR,2020-01-02 19:33:45,-23.66,-52.61,80.6,74,40,11.41
301,Pangnirtung,CA,2020-01-02 19:32:29,66.15,-65.72,6.8,77,90,4.7
302,Aklavik,CA,2020-01-02 19:32:38,68.22,-135.01,-11.2,76,90,9.17
303,Nemuro,JP,2020-01-02 19:33:46,43.32,145.57,28.04,62,0,21.83
304,Swift Current,CA,2020-01-02 19:33:46,50.29,-107.8,28.4,100,90,5.82
305,Ilhabela,BR,2020-01-02 19:29:21,-23.78,-45.36,78.75,83,87,7.18
306,Ferrol,ES,2020-01-02 19:33:47,43.48,-8.23,55.0,81,40,9.17
307,Makakilo City,US,2020-01-02 19:33:47,21.35,-158.09,78.01,69,1,3.36
308,Kasempa,ZM,2020-01-02 19:33:47,-13.46,25.83,66.47,94,100,4.85
309,Ostrovnoy,RU,2020-01-02 19:33:47,68.05,39.51,28.85,94,100,16.84
310,La Seyne-Sur-Mer,FR,2020-01-02 19:33:48,43.1,5.88,53.01,81,90,2.24
311,Labuhan,ID,2020-01-02 19:33:48,-2.54,115.51,72.88,95,67,1.25
312,Guerrero Negro,MX,2020-01-02 19:33:48,27.97,-114.04,63.84,61,0,11.7
313,Gobabis,NA,2020-01-02 19:33:48,-22.45,18.97,74.3,64,94,9.84
314,Kaitangata,NZ,2020-01-02 19:32:24,-46.28,169.85,54.0,61,82,15.01
315,Sept-Iles,CA,2020-01-02 19:33:49,50.2,-66.38,26.6,58,20,16.11
316,Clyde River,CA,2020-01-02 19:32:37,70.47,-68.59,-5.8,83,90,6.93
317,Nong Phai,TH,2020-01-02 19:33:50,16.0,101.06,70.7,66,0,4.47
318,Talpa,MX,2020-01-02 19:33:50,28.83,-111.63,68.0,42,5,5.82
319,Hihya,EG,2020-01-02 19:33:50,30.67,31.59,55.4,50,0,12.75
320,Pionerskiy,RU,2020-01-02 19:33:50,61.2,62.86,-3.1,93,0,4.45
321,Srisailam,IN,2020-01-02 19:33:51,16.07,78.87,67.84,99,57,3.24
322,Atasu,KZ,2020-01-02 19:33:51,48.68,71.64,27.16,94,100,9.51
323,Omsukchan,RU,2020-01-02 19:33:51,62.53,155.8,9.16,95,100,7.9
324,Filadelfia,PY,2020-01-02 19:33:52,-22.35,-60.04,97.11,23,0,15.1
325,Zhezkazgan,KZ,2020-01-02 19:33:52,47.8,67.71,23.99,96,92,10.04
326,Margate,AU,2020-01-02 19:33:52,-43.03,147.26,60.8,72,75,3.36
327,Kalmunai,LK,2020-01-02 19:33:53,7.42,81.82,82.04,77,3,12.41
328,Rocha,UY,2020-01-02 19:33:53,-34.48,-54.34,69.96,68,71,14.03
329,Tema,GH,2020-01-02 19:33:53,5.66,-0.01,82.98,57,24,6.15
330,Cairns,AU,2020-01-02 19:31:06,-16.92,145.77,75.2,88,75,6.93
331,Mackay,CA,2020-01-02 19:32:34,53.65,-115.58,26.6,53,75,20.8
332,Lata,IN,2020-01-02 19:33:54,30.78,78.62,11.08,92,100,6.31
333,Cap Malheureux,MU,2020-01-02 19:33:54,-19.98,57.61,78.8,88,75,3.36
334,Lompoc,US,2020-01-02 19:31:02,34.64,-120.46,71.01,52,1,13.87
335,Oytal,KZ,2020-01-02 19:33:55,42.91,73.27,25.61,68,100,4.14
336,Leningradskiy,RU,2020-01-02 19:33:55,69.38,178.42,-11.16,82,0,13.96
337,Luena,AO,2020-01-02 19:33:55,-11.78,19.91,66.42,94,100,4.85
338,Araouane,ML,2020-01-02 19:33:56,18.9,-3.53,57.78,19,0,10.2
339,Oyama,JP,2020-01-02 19:33:56,36.31,139.8,39.0,80,20,2.24
340,Erenhot,CN,2020-01-02 19:33:56,43.65,111.97,13.46,70,0,7.65
341,San Jose,HN,2020-01-02 19:33:56,14.25,-87.96,87.8,38,1,6.93
342,Chaoyang,CN,2020-01-02 19:33:57,41.58,120.44,13.91,75,0,4.25
343,Vaitape,PF,2020-01-02 19:33:57,-16.52,-151.75,81.54,77,100,10.31
344,Rassvet,RU,2020-01-02 19:33:57,49.11,45.47,29.17,65,96,9.75
345,Pucallpa,PE,2020-01-02 19:33:57,-8.38,-74.54,35.6,100,75,2.24
346,Stokmarknes,NO,2020-01-02 19:33:58,68.56,14.91,43.0,75,75,18.34
347,Saint Anthony,US,2020-01-02 19:33:58,43.97,-111.68,30.0,86,90,11.41
348,Vila Franca Do Campo,PT,2020-01-02 19:33:58,37.72,-25.43,57.2,71,20,6.93
349,Vysokogornyy,RU,2020-01-02 19:33:58,50.1,139.13,-12.1,99,100,3.85
350,Aksehir,TR,2020-01-02 19:33:58,38.36,31.42,32.43,88,100,3.29
351,Mayumba,GA,2020-01-02 19:33:59,-3.44,10.65,81.9,84,100,3.24
352,Mounana,GA,2020-01-02 19:33:59,-1.38,13.16,82.4,88,40,2.24
353,Oktyabrskoye,RU,2020-01-02 19:33:59,56.73,85.44,32.0,88,20,20.13
354,Dewas,IN,2020-01-02 19:33:59,22.96,76.05,57.2,100,90,6.93
355,Kumbo,CM,2020-01-02 19:34:00,6.21,10.69,63.77,37,100,5.23
356,Daru,PG,2020-01-02 19:34:00,-9.07,143.21,75.58,82,96,1.41
357,Orgtrud,RU,2020-01-02 19:34:00,56.18,40.61,33.01,97,100,6.44
358,Kiyasovo,RU,2020-01-02 19:34:01,56.35,53.12,17.01,90,35,6.78
359,Khorixas,NA,2020-01-02 19:34:01,-20.37,14.96,79.0,33,63,10.94
360,Slobodskoy,RU,2020-01-02 19:34:01,58.73,50.18,14.67,92,99,10.04
361,Coquimbo,CL,2020-01-02 19:30:30,-29.95,-71.34,66.2,63,20,13.87
362,Rabo De Peixe,PT,2020-01-02 19:34:02,37.8,-25.58,57.2,71,20,6.93
363,Abu Samrah,SY,2020-01-02 19:34:02,35.3,37.18,47.66,90,99,11.18
364,Mahanoro,MG,2020-01-02 19:34:03,-19.9,48.8,79.61,84,100,19.04
365,Persianovskiy,RU,2020-01-02 19:34:03,47.51,40.11,28.4,86,100,8.95
366,Brookings,US,2020-01-02 19:29:51,44.31,-96.8,33.8,86,90,16.11
367,Zholymbet,KZ,2020-01-02 19:34:03,51.74,71.71,26.94,94,98,20.24
368,Novobirilyussy,RU,2020-01-02 19:34:04,56.95,90.69,27.93,95,100,10.76
369,Wote,KE,2020-01-02 19:34:04,-1.78,37.63,63.52,94,100,2.59
370,Tura,RU,2020-01-02 19:34:04,64.27,100.22,-3.17,93,95,5.1
371,Luderitz,NA,2020-01-02 19:34:04,-26.65,15.16,69.8,68,0,28.86
372,Muromtsevo,RU,2020-01-02 19:34:05,56.37,75.24,29.23,92,100,10.02
373,Kokoda,PG,2020-01-02 19:34:05,-8.88,147.74,65.44,88,53,0.87
374,Goderich,CA,2020-01-02 19:31:37,43.74,-81.71,42.01,75,33,3.0
375,Quatre Cocos,MU,2020-01-02 19:34:06,-20.21,57.76,78.8,88,75,3.36
376,Sovetskiy,RU,2020-01-02 19:34:06,56.76,48.47,12.47,96,95,10.6
377,Kargasok,RU,2020-01-02 19:34:06,59.06,80.87,23.97,97,100,3.74
378,Faya,SA,2020-01-02 19:34:06,18.39,42.45,60.8,38,0,3.69
379,Erdenet,MN,2020-01-02 19:34:07,49.03,104.04,4.33,70,0,3.83
380,Dekar,BW,2020-01-02 19:34:07,-21.53,21.93,81.19,53,46,5.7
381,Cayenne,GF,2020-01-02 19:34:08,4.94,-52.33,84.2,62,75,11.41
382,Wynyard,AU,2020-01-02 19:34:08,-40.99,145.73,51.01,75,29,11.01
383,Fare,PF,2020-01-02 19:34:09,-16.7,-151.02,81.66,79,96,13.38
384,Sulangan,PH,2020-01-02 19:34:09,11.14,123.72,80.87,79,99,18.07
385,Bolshevik,BY,2020-01-02 19:34:09,54.01,27.57,33.8,86,75,6.71
386,Oshnaviyeh,IR,2020-01-02 19:34:09,37.04,45.1,26.6,73,0,6.93
387,Kimbe,PG,2020-01-02 19:34:10,-5.56,150.15,78.17,86,12,2.8
388,Thompson,CA,2020-01-02 19:32:29,55.74,-97.86,5.0,84,75,1.66
389,Casper,US,2020-01-02 19:33:46,42.87,-106.31,37.0,80,90,16.11
390,Gijon,ES,2020-01-02 19:34:10,43.54,-5.66,48.0,87,100,3.36
391,Quijingue,BR,2020-01-02 19:34:11,-10.75,-39.21,82.87,61,100,3.56
392,Mandiana,GN,2020-01-02 19:34:11,10.62,-8.7,69.57,16,0,3.96
393,Fasa,IR,2020-01-02 19:34:11,28.94,53.65,44.6,75,97,2.84
394,San Juan,AR,2020-01-02 19:34:12,-31.54,-68.53,93.79,25,0,5.99
395,Rio Grande,BR,2020-01-02 19:32:02,-32.03,-52.1,84.2,51,40,12.75
396,Gorontalo,ID,2020-01-02 19:34:12,0.54,123.06,73.56,95,100,6.02
397,Porto Novo,BR,2020-01-02 19:34:12,-23.68,-45.44,69.8,88,75,3.36
398,Moengo,SR,2020-01-02 19:34:13,5.62,-54.4,80.22,64,29,4.47
399,Mikhaylovka,RU,2020-01-02 19:34:13,52.96,103.29,15.58,78,100,2.86
400,Plettenberg Bay,ZA,2020-01-02 19:34:13,-34.05,23.37,67.59,90,49,4.18
401,Oranjestad,AW,2020-01-02 19:30:15,12.52,-70.03,84.2,66,40,13.87
402,San,ML,2020-01-02 19:30:02,13.3,-4.9,66.2,13,0,10.11
403,Santa Rosa,AR,2020-01-02 19:34:14,-36.62,-64.29,87.91,31,0,13.27
404,Rundu,NA,2020-01-02 19:34:14,-17.91,19.77,84.2,58,100,1.12
405,Katobu,ID,2020-01-02 19:34:15,-4.94,122.53,75.06,92,99,1.14
406,Sibu,MY,2020-01-02 19:34:15,2.29,111.83,77.0,100,75,0.38
407,Polyarnyy,RU,2020-01-02 19:34:15,69.2,33.45,23.0,92,75,2.24
408,Coihaique,CL,2020-01-02 19:34:15,-45.58,-72.07,73.4,49,40,11.41
409,La Ronge,CA,2020-01-02 19:32:39,55.1,-105.3,26.6,92,90,4.7
410,Tommot,RU,2020-01-02 19:34:16,58.97,126.27,-28.39,90,3,2.28
411,George,MW,2020-01-02 19:34:16,-15.35,34.83,72.34,92,100,3.27
412,New Plymouth,NZ,2020-01-02 19:34:17,-39.06,174.08,63.0,82,0,15.01
413,Aquiraz,BR,2020-01-02 19:34:17,-3.9,-38.39,86.0,78,75,9.17
414,Palu,ID,2020-01-02 19:34:17,-0.9,119.87,67.21,98,100,2.35
415,Comodoro Rivadavia,AR,2020-01-02 19:32:45,-45.87,-67.48,95.0,14,0,19.46
416,Anzio,IT,2020-01-02 19:34:18,41.45,12.63,48.99,81,12,5.82
417,Talcahuano,CL,2020-01-02 19:34:18,-36.72,-73.12,66.2,68,6,12.75
418,Tabuk,PH,2020-01-02 19:34:18,17.41,121.44,68.61,87,66,6.53
419,Gorno-Altaysk,RU,2020-01-02 19:34:19,51.96,85.96,18.05,80,26,6.02
420,Mehamn,NO,2020-01-02 19:34:19,71.03,27.85,28.4,86,75,17.22
421,Smoky Lake,CA,2020-01-02 19:34:19,54.11,-112.47,28.0,65,48,8.99
422,Quchan,IR,2020-01-02 19:34:20,37.11,58.51,29.52,82,0,1.43
423,Bowen,AU,2020-01-02 19:34:20,-20.01,148.25,75.0,94,40,4.7
424,Imbituba,BR,2020-01-02 19:34:20,-28.24,-48.67,78.8,74,40,12.75
425,Henderson,US,2020-01-02 19:33:00,36.04,-114.98,59.0,26,1,12.75
426,Nishihara,JP,2020-01-02 19:34:20,35.74,139.53,41.0,50,1,6.82
427,Kirchbichl,AT,2020-01-02 19:34:21,47.51,12.09,34.0,92,46,2.24
428,Bhikangaon,IN,2020-01-02 19:34:21,21.87,75.96,63.12,79,52,4.88
429,Flinders,AU,2020-01-02 19:34:21,-34.58,150.85,70.0,88,96,3.83
430,Tual,ID,2020-01-02 19:34:21,-5.67,132.75,82.9,70,96,1.01
431,Padang,ID,2020-01-02 19:32:33,-0.92,100.36,68.52,91,85,3.76
432,Tondano,ID,2020-01-02 19:34:22,1.3,124.91,73.4,94,20,2.24
433,Yaan,NG,2020-01-02 19:34:22,7.38,8.57,73.89,17,4,9.31
434,Alto Parana,BR,2020-01-02 19:34:22,-23.13,-52.32,80.6,74,40,11.41
435,Huambo,AO,2020-01-02 19:34:23,-12.78,15.73,63.61,94,100,2.59
436,Kalaikunda,IN,2020-01-02 19:34:23,22.35,87.25,64.54,58,0,5.7
437,Port Macquarie,AU,2020-01-02 19:33:36,-31.43,152.91,68.0,88,40,10.13
438,Mayya,RU,2020-01-02 19:34:24,61.74,130.28,-29.2,66,78,2.24
439,Rome,IT,2020-01-02 19:30:00,41.89,12.48,48.99,81,8,5.82
440,Sambava,MG,2020-01-02 19:34:24,-14.27,50.17,73.35,99,100,1.39
441,Barcelona,ES,2020-01-02 19:32:22,41.38,2.18,52.0,81,40,5.82
442,Imeni Babushkina,RU,2020-01-02 19:34:24,59.76,43.13,34.07,94,100,8.32
443,Kyabram,AU,2020-01-02 19:34:25,-36.31,145.05,60.01,64,0,9.06
444,Key West,US,2020-01-02 19:34:25,47.93,-96.78,32.0,100,90,9.17
445,Pittsburg,US,2020-01-02 19:34:25,38.02,-121.89,66.0,76,1,4.21
446,Port Keats,AU,2020-01-02 19:34:25,-14.25,129.55,83.84,77,100,3.69
447,Raymond Terrace,AU,2020-01-02 19:34:26,-32.76,151.75,71.01,94,90,5.82
448,Upata,VE,2020-01-02 19:34:26,8.02,-62.41,81.55,55,84,4.61
449,Nola,CF,2020-01-02 19:34:26,3.52,16.05,72.84,27,61,3.24
450,Marzuq,YE,2020-01-02 19:34:27,14.4,46.47,63.48,76,0,2.93
451,Altamira,BR,2020-01-02 19:34:27,-3.2,-52.21,80.6,88,75,2.73
452,Puerto Suarez,BO,2020-01-02 19:34:28,-18.96,-57.8,96.8,53,75,9.17
453,Abu Kamal,SY,2020-01-02 19:34:28,34.45,40.92,51.4,64,79,9.8
454,Tanout,NE,2020-01-02 19:34:29,14.97,8.88,50.23,28,0,14.67
455,Zabaykalsk,CN,2020-01-02 19:34:29,49.64,117.33,-2.49,92,0,7.31
456,Wagga Wagga,AU,2020-01-02 19:34:29,-35.12,147.37,68.0,60,90,12.75
457,Arenapolis,BR,2020-01-02 19:34:30,-14.45,-56.85,80.38,89,100,4.43
458,Soyo,AO,2020-01-02 19:34:30,-6.13,12.37,82.4,83,75,5.82
459,Shimanovsk,RU,2020-01-02 19:34:30,52.0,127.67,-11.54,86,0,6.91
460,Dongsheng,CN,2020-01-02 19:34:30,29.72,112.52,43.07,87,100,5.99
461,Ibatiba,BR,2020-01-02 19:34:31,-20.23,-41.51,72.86,92,100,3.36
462,Savinskiy,RU,2020-01-02 19:34:31,62.93,40.14,34.68,93,100,11.18
463,Shibukawa,JP,2020-01-02 19:34:31,36.5,139.0,32.0,75,0,4.0
464,La Tuque,CA,2020-01-02 19:34:31,47.44,-72.79,25.43,95,100,5.93
465,Prince Rupert,CA,2020-01-02 19:30:05,54.32,-130.32,32.0,64,1,4.7
466,Saint Simons,US,2020-01-02 19:34:33,31.14,-81.39,71.6,37,1,9.17
467,Westport,US,2020-01-02 19:31:32,41.14,-73.36,48.2,52,1,14.99
468,Port Hardy,CA,2020-01-02 19:34:33,50.7,-127.42,37.4,93,90,14.99
469,Arlit,NE,2020-01-02 19:34:33,18.74,7.39,52.3,27,1,11.23
470,Bela Vista,BR,2020-01-02 19:34:33,-22.11,-56.53,90.1,40,0,5.14
471,Funtua,NG,2020-01-02 19:34:34,11.52,7.31,56.66,20,0,13.06
472,Dabhol,IN,2020-01-02 19:34:34,17.6,73.17,75.67,78,21,14.34
473,Dunedin,NZ,2020-01-02 19:32:29,-45.87,170.5,55.0,60,45,24.0
474,Wagar,US,2020-01-02 19:34:35,31.44,-87.99,71.01,43,100,1.01
475,Tubmanburg,LR,2020-01-02 19:34:35,6.87,-10.82,71.94,81,37,1.81
476,San Policarpo,PH,2020-01-02 19:34:35,12.18,125.51,79.18,84,100,18.63
477,Avera,US,2020-01-02 19:34:18,33.19,-82.53,53.6,93,90,3.36
478,Aykhal,RU,2020-01-02 19:32:31,65.95,111.51,-11.2,83,50,4.47
479,Los Llanos De Aridane,ES,2020-01-02 19:32:25,28.66,-17.92,64.4,55,100,9.17
480,Coxim,BR,2020-01-02 19:34:36,-18.5,-54.75,84.13,75,100,2.82
481,Pasinler,TR,2020-01-02 19:34:37,39.98,41.67,23.0,79,75,2.24
482,Homer,US,2020-01-02 19:34:37,59.64,-151.54,10.99,77,1,4.7
483,Udimskiy,RU,2020-01-02 19:34:37,61.14,45.92,28.35,95,99,9.57
484,Narrabri,AU,2020-01-02 19:34:37,-30.33,149.78,79.0,69,0,6.93
485,Kirtipur,NP,2020-01-02 19:34:38,27.68,85.28,42.8,100,75,3.36
486,Bilibino,RU,2020-01-02 19:34:38,68.06,166.44,-12.96,74,49,3.13
487,Usinsk,RU,2020-01-02 19:34:38,66.0,57.56,2.46,93,100,21.07
488,Boke,GN,2020-01-02 19:34:38,10.95,-14.28,72.63,74,100,3.78
489,Xichang,CN,2020-01-02 19:34:39,27.88,102.25,33.51,95,72,3.89
490,Nassau,AT,2020-01-02 19:32:25,46.81,15.34,36.0,86,0,1.12
491,Coracao De Jesus,BR,2020-01-02 19:34:39,-16.69,-44.37,80.6,57,20,4.7
492,Farmington,US,2020-01-02 19:34:40,36.73,-108.21,34.0,68,20,5.82
493,Jhargram,IN,2020-01-02 19:34:40,22.45,86.99,65.26,54,27,5.21
494,Alta Floresta,BR,2020-01-02 19:34:40,-9.87,-56.08,86.0,66,40,10.29
495,Inta,RU,2020-01-02 19:34:41,66.04,60.13,4.15,89,71,12.33
496,Port Lincoln,AU,2020-01-02 19:34:41,-34.72,135.86,77.32,25,72,15.55
497,Chuzhou,CN,2020-01-02 19:34:41,32.25,118.33,45.0,98,100,1.01
498,Emba,CY,2020-01-02 19:34:41,34.81,32.42,53.6,81,75,12.75
499,Zabol,IR,2020-01-02 19:34:42,31.03,61.49,50.0,61,97,13.87
500,Skjervoy,NO,2020-01-02 19:34:42,70.03,20.97,42.8,70,75,24.16
501,Bafoulabe,ML,2020-01-02 19:34:42,13.81,-10.83,74.53,9,88,10.0
502,Saryagash,KZ,2020-01-02 19:34:42,41.45,69.17,41.0,86,20,4.7
503,San Vicente,EC,2020-01-02 19:34:43,-0.59,-80.41,87.8,58,40,12.75
504,Buraydah,SA,2020-01-02 19:34:43,26.33,43.97,60.8,59,26,3.31
505,Namibe,AO,2020-01-02 19:34:43,-15.19,12.15,73.11,82,100,9.35
506,Mpika,ZM,2020-01-02 19:34:43,-11.84,31.4,64.6,98,98,1.52
507,Ocos,GT,2020-01-02 19:34:43,14.51,-92.19,91.4,55,40,6.93
508,Fukue,JP,2020-01-02 19:34:44,35.03,136.69,48.2,61,40,16.11
509,Zhuhai,CN,2020-01-02 19:32:38,40.71,112.04,1.4,84,0,4.47
510,Egvekinot,RU,2020-01-02 19:34:45,66.32,-179.17,-13.83,78,0,11.43
511,Tuburan,PH,2020-01-02 19:34:45,10.73,123.82,77.0,88,40,9.17
512,Bom Jesus,BR,2020-01-02 19:34:45,-9.08,-44.36,73.96,91,100,3.49
513,Uyovu,TZ,2020-01-02 19:34:45,-3.28,31.53,65.05,91,68,3.27
514,Necochea,AR,2020-01-02 19:34:46,-38.55,-58.74,82.0,1,0,11.01
515,Beira,ES,2020-01-02 19:34:46,43.2,-8.36,53.01,81,40,9.17
516,Maxixe,MZ,2020-01-02 19:34:46,-23.86,35.35,80.6,78,11,3.36
517,Tecoanapa,MX,2020-01-02 19:34:46,16.99,-99.26,87.8,58,40,4.7
518,Yarada,IN,2020-01-02 19:34:46,17.65,83.27,73.4,78,75,2.24
519,Lamar,US,2020-01-02 19:34:47,38.09,-102.62,48.2,39,1,11.41
